버스정류장ARS번호,역명,주소,아침,점심,오후,저녁
10791,도봉파크빌3단지,도봉구,1616,181,392,156
10790,청한빌라,도봉구,884,528,2077,1432
10789,한일병원입구,도봉구,1890,819,2634,2540
10787,윤성빌라.다리앞,도봉구,244,78,181,30
10786,한신아파트정문,도봉구,791,87,173,67
10785,엘지전자,도봉구,811,114,734,481
10784,우이성당,도봉구,1403,736,2760,2649
10783,우이1교,도봉구,1300,570,1589,1095
10781,도봉초등학교,도봉구,44,23,47,7
10780,약초원.동아슈퍼,도봉구,1333,735,3217,2988
10779,신일라이프아파트,도봉구,1159,656,2539,2724
10777,덕성여대후문.효문중고교앞,도봉구,4155,1073,2684,2032
10775,정의여중고,도봉구,2216,481,2718,1565
10757,무수골,도봉구,940,606,1522,243
10747,청구아파트,도봉구,1526,422,1268,567
10745,소피아호텔,도봉구,2213,938,3881,2409
10737,누원고등학교.한신아파트정문,도봉구,300,232,471,346
10698,도봉파크빌2단지,도봉구,333,104,227,119
10697,에덴약국,도봉구,274,220,1186,1707
10667,윤성빌라.다리앞,도봉구,84,71,279,175
10638,한신아파트후문,도봉구,1651,667,1951,1214
10637,쌍문1동현대아파트,도봉구,407,402,2048,2847
10612,쌍문동한양아파트,도봉구,6288,1503,3217,1414
10600,유원극동아파트,도봉구,1117,478,1527,1129
10599,도봉경찰서.창4동주민센터,도봉구,2317,443,1768,474
10598,오복슈퍼,도봉구,317,217,1120,1489
10597,용호약국,도봉구,199,147,497,649
10594,창2동건영아파트,도봉구,5927,1053,2740,1755
10592,대우.삼성서비스센터,도봉구,896,411,1669,1489
10590,사거리슈퍼앞,도봉구,361,216,1007,1372
10587,창2동주민센터.보건지소,도봉구,4434,1308,3809,1905
10585,도봉역,도봉구,687,361,1147,897
10583,쌍문초등학교,도봉구,3594,1765,6763,5599
10582,믿음주유소,도봉구,431,288,1512,2305
10580,방학3동주민센터,도봉구,391,134,181,59
10578,삼거리슈퍼,도봉구,209,60,187,108
10573,부부슈퍼,도봉구,143,69,127,108
10572,서울북부지방법원,도봉구,419,263,811,467
10570,김수영문학관,도봉구,3527,1212,4361,3692
10568,시온슈퍼,도봉구,139,70,268,176
10565,엘지전자,도봉구,494,112,401,139
10564,청구아파트,도봉구,709,445,2072,2844
10561,오봉초등학교,도봉구,326,156,545,200
10560,도봉시장,도봉구,1024,600,1600,1515
10557,선덕사거리.세그루학원입구,도봉구,1156,597,2246,1833
10553,세무서앞,도봉구,894,382,932,369
10551,성원아파트,도봉구,1003,555,2193,2497
10549,도봉중학교.서원아파트,도봉구,249,129,458,155
10546,미래빌라,도봉구,791,305,1363,753
10542,쌍문동현대1차아파트,도봉구,1748,993,4860,6086
10541,소피아호텔,도봉구,6924,1265,3226,1167
10540,방학삼성래미안1단지아파트,도봉구,1902,815,2537,1533
10532,쌍문초등학교,도봉구,5660,1759,4698,1258
10528,덕성여대후문.효문중고교앞,도봉구,2105,908,4300,869
10527,환승장.기숙사,도봉구,7665,2253,4536,1380
10526,쌍문1동주민센터,도봉구,973,300,1081,483
10522,오복슈퍼,도봉구,849,81,206,35
10521,믿음주유소,도봉구,977,211,360,129
10519,방학동성원아파트.방학3동주민센터,도봉구,4351,978,2105,713
10516,쌍문1동현대아파트,도봉구,2762,412,725,234
10515,사거리슈퍼,도봉구,557,71,201,60
10512,청한빌라,도봉구,3506,843,2092,786
10816,삼환아파트후문,도봉구,370,119,300,140
10505,꽃동네,도봉구,7172,1981,6399,6285
10517,우이성당,도봉구,3758,1122,2594,1000
10533,쌍문1치안센터,도봉구,2149,755,1915,757
10537,경기장학관,도봉구,6035,2387,6304,4433
10754,쌍문1치안센터,도봉구,825,277,1023,1109
10536,시립도봉노인종합복지관,도봉구,1750,1266,6134,6722
10503,한일병원,도봉구,9535,2614,6987,2370
10535,신일라이프아파트,도봉구,1394,481,1368,620
10588,금호타운,도봉구,8473,1788,4251,1647
10815,도봉구청,도봉구,2463,1312,4041,1384
10563,방학3동주민센터,도봉구,442,257,986,853
10804,대원그린아파트.도봉실버센터,도봉구,542,230,929,1145
10575,벽산아파트,도봉구,2566,656,1626,1158
10550,창동한신아파트,도봉구,613,310,1242,847
10556,창동중앙약국,도봉구,428,212,920,811
10584,창동고등학교,도봉구,1334,288,1129,260
10736,창동이마트,도봉구,1769,758,2987,2114
10569,창성빌라,도봉구,2061,648,2426,1954
10529,창동아이파크,도봉구,1304,422,2033,2117
10586,성황당,도봉구,342,153,474,256
10593,도봉1동주민센터.럭키아파트,도봉구,291,185,509,208
10604,북서울중학교,도봉구,150,99,275,173
10722,도봉초등학교,도봉구,118,59,183,78
10744,부대앞,도봉구,711,265,553,211
10797,도봉1동주민센터.럭키아파트,도봉구,502,143,380,87
10554,하나약국,도봉구,860,500,1478,1310
10820,노원교.성대야구장,도봉구,907,252,805,319
10826,도봉시장,도봉구,2006,530,1378,586
10828,하나약국,도봉구,2342,474,1374,497
10172,신방학중학교앞,도봉구,1490,740,1828,1446
10293,서울외국어고등학교,도봉구,2320,589,2537,974
10710,창동아이파크,도봉구,1702,832,2888,2455
10711,북한산아이파크,도봉구,2549,1152,3901,2600
10714,창동아이파크,도봉구,1624,668,1579,654
10700,녹천역북부역,도봉구,8537,1911,4967,2456
10701,창1동대우그린아파트,도봉구,1987,483,1061,479
10702,창일중학교,도봉구,2920,650,1908,744
10703,창동역서측,도봉구,18933,6877,25607,19472
10704,상아아파트,도봉구,548,268,837,651
10705,옛고을길입구,도봉구,1187,210,937,407
10706,창일중학교,도봉구,1176,385,1391,1091
10707,주공4단지후문,도봉구,527,351,1245,1342
10841,효문중학교,도봉구,1709,503,1765,686
10843,도봉중학교후문,도봉구,100,39,92,39
11101,공릉시장,노원구,11397,4663,14819,8381
11103,태릉입구역4번출구,노원구,5962,2477,8156,5888
11104,태릉입구역3번출구,노원구,4898,1963,5808,3798
11105,태릉입구역,노원구,14441,4733,15991,12443
11107,공릉1동삼익아파트,노원구,978,330,1300,987
11108,공릉초등학교,노원구,1326,133,369,258
11109,대주아파트,노원구,538,164,586,342
11110,공릉행복발전소,노원구,778,214,653,419
11111,공릉대아2차아파트,노원구,417,186,677,624
11112,태릉사거리,노원구,4754,1745,5870,4894
11113,경춘선숲길.토끼굴앞,노원구,5294,1070,3340,1476
11114,주유소앞다운복지관,노원구,7049,2589,9336,9235
11115,태릉사거리,노원구,4812,1463,5531,3288
11116,서울생활사박물관.농협앞,노원구,11188,3348,9324,4373
11117,태릉입구역7번출구.서울생활사박물관,노원구,14272,5248,17296,19852
11118,화랑대역1번출구,노원구,11495,4123,14566,15479
11119,공연초등학교,노원구,498,225,694,815
11120,공릉역,노원구,5195,1243,3220,3027
11121,서울과학기술대앞,노원구,3121,1899,7568,3611
11122,동신아파트,노원구,5516,1670,5140,2308
11123,현대성우아파트,노원구,675,367,843,871
11124,동부아파트,노원구,4557,1996,5736,3633
11125,한보아파트.삼익아파트,노원구,5645,788,1422,345
11126,삼익아파트.한보아파트,노원구,927,375,2046,2811
11127,원자력병원,노원구,10506,2776,8385,2738
11128,원자력병원입구,노원구,8104,2739,8529,4937
11129,안마을,노원구,4768,2047,6750,5796
11130,두산힐스빌아파트,노원구,6935,2332,7780,5306
11132,안마을,노원구,6329,2005,6450,3859
11133,공릉해링턴플레이스,노원구,2423,765,2340,773
11134,효성화운트빌원자력병원후문,노원구,4901,1768,6813,4543
11135,공릉우방아파트,노원구,5974,2329,8254,6078
11136,태릉현대아파트,노원구,8852,2630,9042,4542
11137,화랑타운아파트,노원구,2853,1004,3766,3587
11138,청솔아파트,노원구,5226,1473,5277,3037
11139,화랑대역2번출구,노원구,35218,7088,18420,7415
11140,화랑대사거리,노원구,17950,4410,11691,6148
11142,경춘선숲길화랑대역공원,노원구,8917,3325,8402,3731
11144,서울여대.육군사관학교행정안내소,노원구,5625,3189,8496,2224
11146,태릉국제사격장,노원구,918,263,972,345
11148,태릉,노원구,727,227,801,214
11150,태릉선수촌,노원구,1212,252,914,365
11203,수락리버시티아파트,노원구,426,194,515,277
11153,한국스포츠정책과학원,노원구,178,114,922,241
11154,삼육대앞,노원구,6318,2396,8208,3203
11156,담터고개,노원구,1169,552,2047,808
11157,원자력병원공릉동삼익2차아파트,노원구,4357,1891,5731,5122
11158,예수사랑교회,노원구,7627,2762,8942,5093
11159,서울과학기술대입구,노원구,17185,5710,16188,9035
11161,공릉역1번출구,노원구,4995,2535,7819,6641
11162,공릉역4번출구,노원구,6448,2688,7615,5037
11163,공릉신도2차아파트,노원구,1806,316,790,506
11164,공릉대동2차아파트,노원구,2132,473,1760,1235
11166,노원문화원,노원구,1259,522,2649,2096
11168,용원초등학교,노원구,5662,1366,4764,4036
11171,공릉2단지,노원구,3517,449,1310,875
11173,영화교회,노원구,268,58,162,155
11175,공릉삼익아파트,노원구,578,180,840,430
11176,공연초등학교,노원구,4133,979,2960,1497
11177,공릉역,노원구,7407,1834,6671,2905
11178,공릉1단지후문,노원구,538,114,387,262
11180,상계주공9단지,노원구,3046,1443,5357,3268
11181,노원고등학교,노원구,1610,577,2025,990
11182,임광아파트상가,노원구,1874,661,2104,956
11183,상계주공7단지,노원구,2921,1353,4946,3388
11184,대림아파트상가,노원구,13574,4064,9230,3558
11185,도봉면허시험장,노원구,26768,11251,38387,25872
11187,상계주공7단지,노원구,334,97,396,185
11188,상계주공7단지.광림교회앞,노원구,1810,500,1715,1041
11189,상계10동우체국,노원구,2784,678,2190,1563
11190,청원고등학교,노원구,3511,726,4712,1808
11191,상계주공9단지,노원구,4208,1884,9492,9948
11192,온곡중학교노원정보도서관,노원구,866,255,1024,749
11194,두산아파트.도심공항수락터미널,노원구,7410,2426,7985,4785
11196,수락산역3번출구,노원구,16784,5882,22825,24555
11197,수락산역,노원구,13731,4597,11754,6353
11198,노일초등학교,노원구,13190,4595,13339,6205
11199,노원초등학교,노원구,11620,3997,12598,9093
11200,상계현대2차아파트,노원구,10246,2449,6341,4835
11201,상계현대3차아파트,노원구,1276,527,2086,2455
11202,수락리버시티아파트,노원구,866,242,665,275
11204,수락중고등학교,노원구,6093,1621,6224,2144
11206,은빛아파트2단지,노원구,5811,1959,4912,1864
11207,홍파복지원미주아파트,노원구,2839,1089,4131,3473
11208,상계초등학교,노원구,3761,1260,3729,3108
11210,노원역9번출구,노원구,20420,9941,34216,25218
11211,노원역1번출구,노원구,29772,12850,45281,41050
11212,롯데백화점노원점,노원구,8565,4254,13364,7600
11213,와우패션클럽,노원구,16028,4520,13861,6078
11214,중앙하이츠2차아파트,노원구,6488,1400,3727,1670
11215,상계중학교정문,노원구,5208,1209,3285,2215
11216,상계중학교,노원구,895,231,588,385
11217,코오롱아파트.양지대림아파트,노원구,3163,888,2963,3188
11218,상계119안전센터,노원구,7583,1861,5615,4342
11220,상계동주유소,노원구,5137,1529,5188,3017
11222,상계중앙시장입구,노원구,6852,2855,8247,4728
11224,흥안운수종점,노원구,8099,3346,10581,6055
11226,불암현대아파트,노원구,1633,645,1737,736
11227,동아불암아파트,노원구,9867,4028,12464,8133
11229,상계시장,노원구,1749,944,3621,3450
11230,불암대림아파트,노원구,4888,1746,6632,3877
11232,흥안운수상계4동종점,노원구,1616,990,3849,2962
11233,상계역,노원구,2755,781,3530,1312
11234,상신교회,노원구,3365,1156,3387,2108
11236,계상초등학교,노원구,1423,572,1920,1542
11237,상계5동주민센터,노원구,5795,1818,5272,3760
11238,상계한신2차아파트,노원구,15880,5004,16761,13639
11240,상계벽산아파트,노원구,8363,3159,9052,4348
11243,벽산아파트103동,노원구,4217,1730,5452,4031
11244,상계주공3단지,노원구,21589,11687,34669,17908
11245,상계주공2단지,노원구,14358,5343,14366,6408
11246,상계주공1단지,노원구,8905,3369,11860,7451
11247,마들근린공원.노원에코센터,노원구,10956,3097,9461,6191
11251,노원구청,노원구,16485,5490,16670,8404
11253,상계주공2단지223동,노원구,1143,248,706,595
11254,상계주공2단지,노원구,381,55,153,48
11255,상계주공6단지,노원구,17031,8724,25439,10210
11256,상계주공4단지,노원구,13900,5936,16742,6345
11257,백병원,노원구,16575,5987,17053,8674
11260,상계6.7동주민센터,노원구,3435,1316,3731,3245
11261,상계중학교,노원구,2272,925,3052,2840
11266,상경초등학교,노원구,4720,1125,2418,937
11267,상계주공15단지,노원구,10948,2573,6816,3326
11268,상계주공11단지,노원구,7558,2661,6472,3345
11269,상계주공10단지,노원구,6301,2344,5579,2592
11270,노원고등학교,노원구,1612,346,1294,710
11271,상계주공10단지상가,노원구,3470,1197,3842,2728
11272,상계주공14단지,노원구,3739,1431,5141,4163
11273,상계주공12단지,노원구,6330,3234,12988,10505
11274,보람아파트1단지,노원구,2843,1567,7046,6994
11275,보람아파트2단지,노원구,6966,1398,2991,1616
11276,청원고등학교,노원구,5892,984,3993,1355
11277,상계주공12단지1202동,노원구,9120,1927,5153,3013
11278,광운대역,노원구,23979,5264,18754,12477
11280,월계현대아파트,노원구,10709,2284,7266,3929
11282,물류센터,노원구,3209,727,2840,2995
11283,석계역1번출구.A,노원구,1556,439,1727,1124
11283,석계역1번출구A,노원구,1822,641,2358,1843
11283,석계역1번출구.A,노원구,1783,686,3447,2479
11283,석계역1번출구A,노원구,630,374,1099,683
11283,석계역1번출구.A,노원구,3005,1361,4475,3770
11283,석계역1번출구A,노원구,8270,2747,9985,7063
11283,석계역1번출구.A,노원구,40534,14928,54700,43138
11283,석계역1번출구A,노원구,262,294,397,259
11283,석계역1번출구.A,노원구,4690,1021,3028,1828
11283,석계역1번출구A,노원구,124,165,287,198
11284,석계역2번출구,성북구,17063,4814,15740,9377
11285,광운대학교,노원구,7228,3496,11519,5752
11286,월계삼거리,노원구,8792,2446,7868,4790
11291,청백아파트1단지,노원구,8119,2442,5698,3335
11292,대우아파트,노원구,3970,954,2958,606
11293,청백아파트3단지4단지,노원구,11286,3394,11952,7212
11295,초안아파트.흥화브라운빌아파트,노원구,7802,2367,7771,5626
11297,쌍용스윗닷홈아파트,노원구,1007,337,1384,1004
11298,신창중학교후문,노원구,2748,665,3329,1230
11300,염광고등학교,노원구,22109,5637,21804,11952
11302,월계주공1단지상가,노원구,8212,2957,7779,4378
11303,월계공단,노원구,4333,1906,8582,5656
11304,월계종합사회복지관,노원구,2868,724,2329,2341
11306,월계주공2단지,노원구,3937,2382,9975,9327
11307,월계주공1단지,노원구,9641,2393,5032,2390
11308,인덕대학교,노원구,5386,2498,6853,4618
11310,월계주공108동앞롯데캐슬루나아파트,노원구,11172,3252,8666,4113
11311,인덕대학,노원구,8128,3218,9684,4905
11312,한진한화그랑빌아파트,노원구,11536,3066,9027,4927
11314,한천초등학교,노원구,4618,1455,4948,3801
11317,월계미성아파트,노원구,1366,586,2614,3142
11318,월계미륭아파트,노원구,5174,1567,4723,3980
11320,월계삼호아파트,노원구,3670,1174,3808,3077
11322,월계삼호4차아파트,노원구,4376,1119,3342,2594
11324,녹천초등학교월계이마트,노원구,847,415,1529,744
11326,월계사슴아파트2단지,노원구,3722,1479,4185,2500
11327,월계사슴아파트3단지,노원구,2153,551,1587,596
11328,월계역,노원구,10239,3369,10239,5378
11330,대우아파트,노원구,504,343,1272,1054
11331,인덕삼거리,노원구,6745,2529,7770,4782
11332,신도브래뉴.한전노원변전소,노원구,2941,693,2094,1193
11333,광운중학교,노원구,2283,922,3753,1320
11334,광운전자공업고등학교,노원구,3828,845,2974,1633
11335,광운대학교,노원구,9451,3885,8168,3306
11336,월계삼거리,노원구,10138,3635,11279,8037
11337,롯데캐슬루나아파트,노원구,8143,2508,8434,5591
